
1769598246591,599,Get-Request,200,OK,Inst-Port-Thread-Group 1-3,text,true,,2136,290,6,6,https://betadev.ictkerala.org/app/institution/signin,60,0,8
1769598246985,210,Get-Request,200,OK,Inst-Port-Thread-Group 1-5,text,true,,2136,290,6,6,https://betadev.ictkerala.org/app/institution/signin,66,0,11
1769598246591,60,Get-Request-0,301,Moved Permanently,Inst-Port-Thread-Group 1-3,text,true,,453,145,6,6,http://betadev.ictkerala.org/app/institution/signin,60,0,8
1769598246788,405,Get-Request,200,OK,Inst-Port-Thread-Group 1-4,text,true,,2136,290,6,6,https://betadev.ictkerala.org/app/institution/signin,58,0,6
1769598246652,538,Get-Request-1,200,OK,Inst-Port-Thread-Group 1-3,text,true,,1683,145,6,6,https://betadev.ictkerala.org/app/institution/signin,537,0,499
1769598246412,785,Get-Request,200,OK,Inst-Port-Thread-Group 1-1,text,true,,2136,290,6,6,https://betadev.ictkerala.org/app/institution/signin,122,0,52
1769598246788,58,Get-Request-0,301,Moved Permanently,Inst-Port-Thread-Group 1-4,text,true,,453,145,6,6,http://betadev.ictkerala.org/app/institution/signin,58,0,6
1769598246412,122,Get-Request-0,301,Moved Permanently,Inst-Port-Thread-Group 1-1,text,true,,453,145,6,6,http://betadev.ictkerala.org/app/institution/signin,122,0,52
1769598246849,344,Get-Request-1,200,OK,Inst-Port-Thread-Group 1-4,text,true,,1683,145,6,6,https://betadev.ictkerala.org/app/institution/signin,343,0,302
1769598246413,780,Get-Request,200,OK,Inst-Port-Thread-Group 1-2,text,true,,2136,290,6,6,https://betadev.ictkerala.org/app/institution/signin,122,0,52
1769598246540,657,Get-Request-1,200,OK,Inst-Port-Thread-Group 1-1,text,true,,1683,145,6,6,https://betadev.ictkerala.org/app/institution/signin,657,0,611
1769598246413,122,Get-Request-0,301,Moved Permanently,Inst-Port-Thread-Group 1-2,text,true,,453,145,6,6,http://betadev.ictkerala.org/app/institution/signin,122,0,52
1769598246985,66,Get-Request-0,301,Moved Permanently,Inst-Port-Thread-Group 1-5,text,true,,453,145,6,6,http://betadev.ictkerala.org/app/institution/signin,66,0,11
1769598246540,653,Get-Request-1,200,OK,Inst-Port-Thread-Group 1-2,text,true,,1683,145,6,6,https://betadev.ictkerala.org/app/institution/signin,652,0,611
1769598247052,143,Get-Request-1,200,OK,Inst-Port-Thread-Group 1-5,text,true,,1683,145,6,6,https://betadev.ictkerala.org/app/institution/signin,143,0,99
1769598247206,79,Post-Request,200,OK,Inst-Port-Thread-Group 1-3,text,true,,2136,453,6,6,https://betadev.ictkerala.org/app/institution/signin,36,0,0
1769598247206,79,Post-Request,200,OK,Inst-Port-Thread-Group 1-2,text,true,,2136,453,6,6,https://betadev.ictkerala.org/app/institution/signin,37,0,0
1769598247206,36,Post-Request-0,301,Moved Permanently,Inst-Port-Thread-Group 1-3,text,true,,453,276,6,6,http://betadev.ictkerala.org/app/institution/signin,36,0,0
1769598247206,37,Post-Request-0,301,Moved Permanently,Inst-Port-Thread-Group 1-2,text,true,,453,276,6,6,http://betadev.ictkerala.org/app/institution/signin,37,0,0
1769598247242,43,Post-Request-1,200,OK,Inst-Port-Thread-Group 1-3,text,true,,1683,177,6,6,https://betadev.ictkerala.org/app/institution/signin,43,0,0
1769598247243,42,Post-Request-1,200,OK,Inst-Port-Thread-Group 1-2,text,true,,1683,177,6,6,https://betadev.ictkerala.org/app/institution/signin,42,0,0
1769598247206,79,Post-Request,200,OK,Inst-Port-Thread-Group 1-1,text,true,,2136,453,6,6,https://betadev.ictkerala.org/app/institution/signin,36,0,0
1769598247206,36,Post-Request-0,301,Moved Permanently,Inst-Port-Thread-Group 1-1,text,true,,453,276,6,6,http://betadev.ictkerala.org/app/institution/signin,36,0,0
1769598247242,43,Post-Request-1,200,OK,Inst-Port-Thread-Group 1-1,text,true,,1683,177,6,6,https://betadev.ictkerala.org/app/institution/signin,43,0,0
1769598247206,85,Post-Request,200,OK,Inst-Port-Thread-Group 1-5,text,true,,2136,453,6,6,https://betadev.ictkerala.org/app/institution/signin,36,0,0
1769598247206,36,Post-Request-0,301,Moved Permanently,Inst-Port-Thread-Group 1-5,text,true,,453,276,6,6,http://betadev.ictkerala.org/app/institution/signin,36,0,0
1769598247242,49,Post-Request-1,200,OK,Inst-Port-Thread-Group 1-5,text,true,,1683,177,6,6,https://betadev.ictkerala.org/app/institution/signin,49,0,0
1769598247206,85,Post-Request,200,OK,Inst-Port-Thread-Group 1-4,text,true,,2136,453,6,6,https://betadev.ictkerala.org/app/institution/signin,40,0,0
1769598247206,40,Post-Request-0,301,Moved Permanently,Inst-Port-Thread-Group 1-4,text,true,,453,276,6,6,http://betadev.ictkerala.org/app/institution/signin,40,0,0
1769598247247,44,Post-Request-1,200,OK,Inst-Port-Thread-Group 1-4,text,true,,1683,177,6,6,https://betadev.ictkerala.org/app/institution/signin,44,0,0
1769598247288,50,load/app/institution/signin-71,200,OK,Inst-Port-Thread-Group 1-1,text,true,,990,477,6,6,https://betadev.ictkerala.org/app/institution/signin,49,0,0
1769598247289,49,load/app/institution/signin-71,200,OK,Inst-Port-Thread-Group 1-3,text,true,,990,477,6,6,https://betadev.ictkerala.org/app/institution/signin,48,0,0
1769598247292,46,load/app/institution/signin-71,200,OK,Inst-Port-Thread-Group 1-5,text,true,,990,477,6,6,https://betadev.ictkerala.org/app/institution/signin,45,0,0
1769598247289,49,load/app/institution/signin-71,200,OK,Inst-Port-Thread-Group 1-2,text,true,,990,477,6,6,https://betadev.ictkerala.org/app/institution/signin,48,0,0
1769598247292,46,load/app/institution/signin-71,200,OK,Inst-Port-Thread-Group 1-4,text,true,,990,477,6,6,https://betadev.ictkerala.org/app/institution/signin,45,0,0
